City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Green River,US,41.5286,-109.4662,57.97,27,89,15.01,overcast clouds
698,Tailai,CN,46.3833,123.4,51.04,24,67,14.94,broken clouds
699,Stromness,GB,58.965,-3.296,35.87,84,91,3.0,overcast clouds
700,Neiafu,TO,-18.65,-173.9833,84.88,79,40,5.75,scattered clouds
701,Hurricane,US,37.1753,-113.2899,85.71,9,1,23.31,clear sky
702,Saint-Pierre,RE,-21.3393,55.4781,78.48,68,100,13.8,overcast clouds
703,Spearfish,US,44.4908,-103.8594,53.89,48,100,16.11,overcast clouds
704,Xining,CN,36.6167,101.7667,47.97,18,45,3.83,scattered clouds
705,Ko Samui,TH,9.5357,99.9357,82.06,75,10,8.01,clear sky
706,Sault Sainte Marie,CA,46.5168,-84.3333,34.09,64,100,11.5,overcast clouds
707,Urozhaynoye,RU,44.7883,44.9228,52.29,69,47,7.43,scattered clouds
708,Albertville,US,34.2676,-86.2089,60.66,34,0,20.71,clear sky
709,Kedrovyy,RU,56.1667,91.8167,28.81,92,96,5.41,overcast clouds
710,Panjakent,TJ,39.4952,67.6093,64.11,44,100,4.52,overcast clouds
711,Stephenville,US,32.2207,-98.2023,87.93,9,0,14.0,clear sky
712,Lebanon,US,36.2081,-86.2911,58.78,41,75,10.36,broken clouds
